job_id,job_role,required_skills,experience_required,job_location,employment_type,salary_range_lpa,job_description
2588,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",8,Hyderabad,Contract,6-27,"We are hiring a Data Scientist with 8+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2589,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",10,Delhi,Internship,6-14,"We are hiring a Frontend Developer with 10+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2590,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",6,Remote,Contract,8-24,"We are hiring a Data Scientist with 6+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2591,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",8,Pune,Full-Time,4-12,"We are hiring a Frontend Developer with 8+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2592,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",6,Hyderabad,Internship,8-20,"We are hiring a Cloud Engineer with 6+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2593,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",2,Remote,Full-Time,6-24,"We are hiring a Data Analyst with 2+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
2594,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",3,Delhi,Full-Time,9-21,"We are hiring a ML Engineer with 3+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2595,Backend Developer,"Python, Java, APIs, SQL, Docker",9,Pune,Internship,5-27,"We are hiring a Backend Developer with 9+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
2596,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",2,Delhi,Full-Time,4-12,"We are hiring a Data Scientist with 2+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2597,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",1,Bangalore,Internship,10-26,"We are hiring a AI Engineer with 1+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2598,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",7,Pune,Contract,9-23,"We are hiring a Data Scientist with 7+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2599,Backend Developer,"Python, Java, APIs, SQL, Docker",4,Bangalore,Internship,8-26,"We are hiring a Backend Developer with 4+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
2600,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",4,Hyderabad,Internship,9-29,"We are hiring a Frontend Developer with 4+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2601,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",7,Hyderabad,Internship,6-14,"We are hiring a Full Stack Developer with 7+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
2602,Backend Developer,"Python, Java, APIs, SQL, Docker",6,Pune,Full-Time,8-31,"We are hiring a Backend Developer with 6+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
2603,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",0,Bangalore,Contract,10-16,"We are hiring a Frontend Developer with 0+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2604,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",2,Remote,Contract,10-17,"We are hiring a AI Engineer with 2+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2605,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",9,Bangalore,Contract,4-12,"We are hiring a Full Stack Developer with 9+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
2606,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",0,Pune,Full-Time,10-19,"We are hiring a ML Engineer with 0+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2607,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",7,Hyderabad,Internship,6-24,"We are hiring a Full Stack Developer with 7+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
2608,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",10,Remote,Internship,4-17,"We are hiring a Cloud Engineer with 10+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2609,Backend Developer,"Python, Java, APIs, SQL, Docker",5,Delhi,Internship,7-17,"We are hiring a Backend Developer with 5+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
2610,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",7,Delhi,Internship,6-30,"We are hiring a AI Engineer with 7+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2611,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",6,Delhi,Internship,8-31,"We are hiring a Data Scientist with 6+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2612,Software Engineer,"Java, C++, Git, Linux, Problem Solving",3,Hyderabad,Internship,8-14,"We are hiring a Software Engineer with 3+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
2613,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",10,Hyderabad,Internship,5-22,"We are hiring a ML Engineer with 10+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2614,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",6,Hyderabad,Internship,6-15,"We are hiring a ML Engineer with 6+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2615,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",5,Pune,Full-Time,6-20,"We are hiring a Cloud Engineer with 5+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2616,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",1,Hyderabad,Full-Time,8-24,"We are hiring a Frontend Developer with 1+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2617,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",9,Delhi,Contract,9-21,"We are hiring a ML Engineer with 9+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2618,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",5,Delhi,Contract,6-18,"We are hiring a Frontend Developer with 5+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2619,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",8,Pune,Internship,9-23,"We are hiring a Frontend Developer with 8+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2620,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",8,Pune,Contract,9-29,"We are hiring a Data Scientist with 8+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2621,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",9,Remote,Contract,9-25,"We are hiring a Full Stack Developer with 9+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
2622,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",8,Bangalore,Full-Time,6-34,"We are hiring a ML Engineer with 8+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2623,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",3,Delhi,Internship,6-34,"We are hiring a Cloud Engineer with 3+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2624,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",0,Remote,Contract,10-32,"We are hiring a ML Engineer with 0+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2625,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",3,Remote,Internship,4-30,"We are hiring a Full Stack Developer with 3+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
2626,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",1,Hyderabad,Internship,7-17,"We are hiring a Cloud Engineer with 1+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2627,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",4,Pune,Internship,7-34,"We are hiring a Data Analyst with 4+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
2628,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",10,Bangalore,Contract,8-21,"We are hiring a ML Engineer with 10+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2629,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",6,Bangalore,Internship,8-33,"We are hiring a Full Stack Developer with 6+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
2630,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",1,Delhi,Full-Time,7-33,"We are hiring a ML Engineer with 1+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2631,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",5,Delhi,Full-Time,4-16,"We are hiring a Frontend Developer with 5+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2632,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",9,Hyderabad,Internship,4-25,"We are hiring a AI Engineer with 9+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2633,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",0,Delhi,Internship,6-25,"We are hiring a Data Scientist with 0+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2634,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",2,Hyderabad,Full-Time,8-22,"We are hiring a Data Scientist with 2+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2635,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",4,Remote,Contract,9-27,"We are hiring a Data Analyst with 4+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
2636,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",5,Remote,Full-Time,7-28,"We are hiring a Full Stack Developer with 5+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
2637,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",10,Hyderabad,Full-Time,6-35,"We are hiring a ML Engineer with 10+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2638,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",4,Delhi,Full-Time,7-16,"We are hiring a Full Stack Developer with 4+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
2639,Software Engineer,"Java, C++, Git, Linux, Problem Solving",10,Remote,Full-Time,5-19,"We are hiring a Software Engineer with 10+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
2640,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",7,Hyderabad,Contract,6-12,"We are hiring a Cloud Engineer with 7+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2641,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",2,Hyderabad,Contract,10-25,"We are hiring a AI Engineer with 2+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2642,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",1,Delhi,Internship,6-26,"We are hiring a ML Engineer with 1+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2643,Backend Developer,"Python, Java, APIs, SQL, Docker",2,Delhi,Contract,6-29,"We are hiring a Backend Developer with 2+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
2644,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",10,Pune,Full-Time,10-26,"We are hiring a AI Engineer with 10+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2645,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",8,Bangalore,Contract,10-30,"We are hiring a AI Engineer with 8+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2646,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",6,Remote,Internship,9-28,"We are hiring a AI Engineer with 6+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2647,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",10,Remote,Internship,4-29,"We are hiring a Frontend Developer with 10+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2648,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",10,Hyderabad,Contract,8-25,"We are hiring a AI Engineer with 10+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2649,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",0,Bangalore,Contract,4-14,"We are hiring a Data Scientist with 0+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2650,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",2,Hyderabad,Internship,10-22,"We are hiring a ML Engineer with 2+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2651,Software Engineer,"Java, C++, Git, Linux, Problem Solving",6,Hyderabad,Internship,8-33,"We are hiring a Software Engineer with 6+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
2652,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",4,Hyderabad,Contract,6-32,"We are hiring a Data Analyst with 4+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
2653,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",6,Remote,Internship,7-23,"We are hiring a AI Engineer with 6+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2654,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",4,Remote,Full-Time,10-27,"We are hiring a ML Engineer with 4+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2655,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",6,Bangalore,Full-Time,7-34,"We are hiring a Data Analyst with 6+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
2656,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",0,Remote,Full-Time,5-35,"We are hiring a Full Stack Developer with 0+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
2657,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",4,Delhi,Contract,5-33,"We are hiring a Cloud Engineer with 4+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2658,Software Engineer,"Java, C++, Git, Linux, Problem Solving",3,Bangalore,Full-Time,7-24,"We are hiring a Software Engineer with 3+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
2659,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",1,Delhi,Full-Time,7-32,"We are hiring a AI Engineer with 1+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
